"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","n_samples","n_snames","model_number"
"1144","g_Lachnoclostridium",1.49287458019528e-05,"Positive",2.65330067876896e-11,"Boundary",2.15759549823361e-05,"Positive",8.50285483093172e-09,"Positive",0.000262202272054325,"Positive",0.0722291103793458,0.0414250314128637,2.75658498320809,0.0968547882914452,0.171591414696603,2000,172,"11-14"
"1145","g_Lachnospira",1.33970194186377e-05,"Positive",1.46790977107982e-05,"Positive",6.62502600274029e-06,"Positive",2.17159609353016e-06,"Positive",0.0002841377678997,"Positive",0.0206380347548941,0.0338292058250961,0.414190602876261,0.519850147705213,0.577611275228015,2000,172,"11-14"
"1146","g_Lachnospiraceae_FCS020_group",4.96267580674866e-06,"Positive",9.30146562253479e-07,"Positive",1.17330333057736e-11,"Boundary",1.45892694857292e-06,"Positive",0.000183328625569143,"Positive",6.153246022713e-08,1.13889289754659e-09,-4.59128386864904e-06,1,1,2000,172,"11-14"
"1147","g_Lachnospiraceae_ND3007_group",2.40091310352661e-05,"Positive",1.4721587807403e-06,"Positive",1.77537588509526e-06,"Positive",4.75069385021693e-06,"Positive",0.000192815230343424,"Positive",0.00789678602104195,0.0247490916573997,0.116623856116348,0.732725434879164,0.785062965941961,2000,172,"11-14"
"1148","g_Lachnospiraceae_NK3A20_group",7.93213644791549e-05,"Positive",2.1866741117533e-10,"Boundary",1.1349322859064e-05,"Positive",0.000136034829976986,"Positive",0.00216089689695517,"Positive",0.00475343874332195,0.0305075096285236,0.0287527747641434,0.865351123794155,0.885018194789477,2000,172,"11-14"
"1149","g_Lactobacillus",4.11683607253389e-05,"Positive",7.78194380516648e-11,"Boundary",0.000194201888689583,"Positive",2.90564057652869e-10,"Boundary",0.00076902077591162,"Positive",0.193352800418009,0.0286785003689038,7.9630613545778,0.00477415974459228,0.0268546485633316,2000,172,"11-14"
"1150","g_Libanicoccus",9.31177217067125e-06,"Positive",2.19567073200422e-11,"Boundary",8.31380014267683e-05,"Positive",7.40022844480458e-11,"Boundary",0.000216978746216505,"Positive",0.268682329910225,0.0328655120986074,11.6619734614651,0.000637906360376195,0.00717644655423219,2000,172,"11-14"
"1151","g_Marvinbryantia",2.33867179671099e-05,"Positive",3.13557735241259e-11,"Boundary",1.98311327841033e-11,"Boundary",1.00300760251028e-05,"Positive",0.000309861416228981,"Positive",5.77698474198673e-08,1.3151619280277e-09,-8.50985816214234e-06,1,1,2000,172,"11-14"
"1152","g_Megasphaera",0.000365854398390211,"Positive",5.25898602416444e-05,"Positive",0.000403158467335802,"Positive",0.000120700996209085,"Positive",0.00359594401500745,"Positive",0.0888357116409749,0.0552108078371846,2.14676171921019,0.14287095028866,0.225585710982095,2000,172,"11-14"
"1153","g_Olsenella",1.4997226192586e-05,"Positive",5.70188092416743e-06,"Positive",1.42283019949279e-05,"Positive",2.67213600404085e-06,"Positive",0.000162538701969811,"Positive",0.0710923684109573,0.0503125270662595,2.06665954874188,0.150550959004865,0.22893844822532,2000,172,"11-14"
"1154","g_Oribacterium",5.06089182805611e-05,"Positive",6.6334113110234e-11,"Boundary",6.73883069168711e-11,"Boundary",8.77230098733498e-05,"Positive",0.000655521453387699,"Positive",8.48875839448267e-08,2.62160863950203e-09,3.10272662318312e-06,0.998594562319533,1,2000,172,"11-14"
"1155","g_Peptococcus",5.53193857441103e-06,"Positive",1.34496635414997e-11,"Boundary",7.33953416245372e-06,"Positive",2.17873411850952e-06,"Positive",0.000132911145998863,"Positive",0.049604395700016,0.0386774717533475,1.48082650540528,0.223645252632377,0.322880057091858,2000,172,"11-14"
"1156","g_Prevotella_2",7.45282468510777e-05,"Positive",1.06903991239753e-10,"Boundary",0.000304771586391636,"Positive",3.3398350437174e-05,"Positive",0.00105643772750792,"Positive",0.207449536760723,0.0711376338768943,7.02821655802654,0.00802352199948764,0.0349936800619416,2000,172,"11-14"
"1157","g_Prevotella_7",3.03843862206846e-05,"Positive",3.34449349231239e-06,"Positive",1.44044349219551e-05,"Positive",2.95391135903314e-05,"Positive",0.000440271414177939,"Positive",0.0278108044592624,0.0386004226761963,0.662018996710685,0.415848065166026,0.504301579583224,2000,172,"11-14"
"1158","g_Prevotella_9",0.000901062646739509,"Positive",1.09129177161168e-09,"Boundary",0.00216960419729941,"Positive",0.00021710251624279,"Positive",0.0107842727467861,"Positive",0.154178335492342,0.0614401998779792,5.45757051203054,0.0194837185472774,0.0584511556418321,2000,172,"11-14"
"1159","g_Prevotellaceae_NK3B31_group",7.69064749962153e-05,"Positive",1.27283837722637e-10,"Boundary",6.63095092137008e-05,"Positive",7.74025642254473e-05,"Positive",0.00125783375075885,"Positive",0.0448506208425405,0.0410262799572997,1.5040293942493,0.220052413214934,0.322880057091858,2000,172,"11-14"
"1160","g_Prevotellaceae_UCG-003",8.80060440023169e-05,"Positive",3.95528860676082e-05,"Positive",0.000189430923972104,"Positive",0.000318427663158471,"Positive",0.00198170754036738,"Positive",0.0723813038373277,0.08209912170217,0.422502622826869,0.515690918382941,0.577611275228015,2000,172,"11-14"
"1161","g_Prevotellaceae_UCG-004",2.30884261745318e-05,"Positive",5.89232919913451e-06,"Positive",0.000116883235622166,"Positive",7.94310927538379e-05,"Positive",0.000772536356060613,"Positive",0.117137254809679,0.0704860071447686,3.01466633048585,0.0825144349038598,0.161441285681465,2000,172,"11-14"
"1162","g_Rikenellaceae_RC9_gut_group",0.0002922828012937,"Positive",0.000144875955937322,"Positive",0.00238244372610091,"Positive",4.43909252346716e-09,"Boundary",0.00724429663197385,"Positive",0.236731573710252,0.0423226635225428,11.308695709793,0.000771449439929905,0.00771449439929905,2000,172,"11-14"
"1163","g_Ruminiclostridium_6",4.99747086163622e-05,"Positive",0.000221871028579633,"Positive",5.84474440901675e-05,"Positive",4.49060132186819e-05,"Positive",0.000964160544158981,"Positive",0.0436383462955785,0.0523666881612011,0.817097128539899,0.366030266554953,0.470610342713511,2000,172,"11-14"
"1164","g_Ruminiclostridium_9",5.27610040981194e-06,"Positive",3.11657829391592e-11,"Boundary",1.97109721854401e-11,"Boundary",1.74521023043703e-05,"Positive",0.00030798390707799,"Positive",5.96015947692126e-08,1.28412818467673e-09,-2.14356077776756e-06,1,1,2000,172,"11-14"
"1165","g_Ruminococcaceae_NK4A214_group",1.67729241169779e-05,"Positive",2.98500636507395e-11,"Boundary",5.39483278267795e-05,"Positive",5.36305995890089e-06,"Positive",0.000294981815397623,"Positive",0.145387356909839,0.0607334934567609,5.07498474925706,0.0242734855928641,0.0662004152532658,2000,172,"11-14"
"1166","g_Ruminococcaceae_UCG-002",3.18473303403595e-05,"Positive",2.32471551953859e-06,"Positive",0.000147375017017121,"Positive",3.81032546380763e-05,"Positive",0.00044132373666982,"Positive",0.222966417643817,0.0796085018291511,7.9677108169235,0.00476191223183542,0.0268546485633316,2000,172,"11-14"
"1167","g_Ruminococcaceae_UCG-003",7.92658388100027e-06,"Positive",2.35140332711385e-06,"Positive",2.64961976191684e-11,"Boundary",9.44475136900978e-06,"Positive",0.000123079867429901,"Positive",1.85544181887336e-07,5.34539475601841e-09,-8.15409293863922e-07,1,1,2000,172,"11-14"
"1168","g_Ruminococcaceae_UCG-005",3.58241594999538e-05,"Positive",1.50129532125263e-05,"Positive",0.000123903951603939,"Positive",2.47539786709117e-05,"Positive",0.000808552756317139,"Positive",0.122914758297603,0.0617675247389754,3.89079573210256,0.0485514149537047,0.109240683645836,2000,172,"11-14"
"1169","g_Ruminococcaceae_UCG-008",9.30229073448198e-05,"Positive",2.27235146431958e-05,"Positive",2.00499165637927e-05,"Positive",5.07429243351284e-11,"Boundary",0.000792858106960324,"Positive",0.0215902864247651,0.0146183365876089,1.06206767510776,0.302744069570307,0.412832822141327,2000,172,"11-14"
"1170","g_Ruminococcaceae_UCG-009",1.79655979531274e-05,"Positive",8.73307216673899e-06,"Positive",8.4413637746258e-05,"Positive",3.95682608494478e-06,"Positive",0.000319005979065234,"Positive",0.194467812631975,0.0695007405281695,6.91365191384102,0.00855401068180794,0.0349936800619416,2000,172,"11-14"
"1171","g_Ruminococcaceae_UCG-010",1.86396462914094e-05,"Positive",1.98176648197433e-11,"Boundary",2.89452039409927e-05,"Positive",3.235708837145e-11,"Boundary",0.00019584047839458,"Positive",0.118907912747882,0.0235648882656608,6.70792566970158,0.00959853153271351,0.0375594712149659,2000,172,"11-14"
"1172","g_Ruminococcaceae_UCG-011",8.72206920856996e-06,"Positive",2.68189475808559e-06,"Positive",2.91688163358711e-05,"Positive",4.91864835148318e-06,"Positive",0.000149103920038625,"Positive",0.149894725294506,0.0665379158316774,4.78578721339363,0.0286955284453239,0.0757959613155629,2000,172,"11-14"
"1173","g_Ruminococcaceae_UCG-013",2.72827384664405e-05,"Positive",3.44562878378214e-11,"Boundary",1.18690623431255e-05,"Positive",3.76501440734207e-05,"Positive",0.000340501060808016,"Positive",0.0284423097874778,0.0511173389913246,0.291248826655647,0.589421362072097,0.646925885201082,2000,172,"11-14"
"1174","g_Ruminococcaceae_UCG-014",0.000176584909111613,"Positive",5.47366806195256e-05,"Positive",0.000964306594705244,"Positive",3.88079937511588e-10,"Boundary",0.00288219527250468,"Positive",0.236475784966204,0.042031255355644,15.3041094593736,9.15172049874569e-05,0.00411827422443556,2000,172,"11-14"
"1175","g_Ruminococcus_1",4.99374644952971e-05,"Positive",1.13749577036836e-10,"Boundary",0.000110492712922786,"Positive",4.56775624945384e-05,"Positive",0.00112408660589929,"Positive",0.083065082799406,0.050928526497853,2.64017232722654,0.104192241598942,0.176930221583109,2000,172,"11-14"
"1176","g_Senegalimassilia",1.37839943294905e-05,"Positive",2.28694952225165e-11,"Boundary",5.02167217198483e-05,"Positive",1.44639390290973e-11,"Boundary",0.00022599902287974,"Positive",0.173161242974171,0.0272148982743136,16.5130794591605,4.83156303865417e-05,0.00411827422443556,2000,172,"11-14"
"1177","g_Slackia",1.25755518136007e-05,"Positive",1.71577330604003e-11,"Boundary",2.96726897177271e-05,"Positive",2.30725098960514e-11,"Boundary",0.000169554722076424,"Positive",0.140095698266977,0.0246097164748615,7.28831222797089,0.00694046486692412,0.0347023243346206,2000,172,"11-14"
"1178","g_Solobacterium",4.95642093278056e-05,"Positive",6.38323818910449e-11,"Boundary",3.42825294196236e-05,"Positive",4.02047903207444e-05,"Positive",0.000630799053284709,"Positive",0.0454163079714838,0.0469490166976456,0.906442922099814,0.341059981063445,0.444860844865363,2000,172,"11-14"
"1179","g_Streptococcus",2.16353625879718e-11,"Boundary",5.06035189066589e-11,"Boundary",8.5976291239874e-05,"Positive",6.03547498659559e-06,"Positive",0.000500069884180108,"Positive",0.145210176148871,0.0611125942180684,3.71204274517004,0.0540212395315911,0.118080502822678,2000,172,"11-14"
"1180","g_Succinivibrio",0.000169462767847823,"Positive",1.72705011998935e-10,"Boundary",0.000278144283336615,"Positive",5.05749544691907e-10,"Boundary",0.00170669110001887,"Positive",0.129111281827502,0.0242324318540445,3.67892902032327,0.0551042346505831,0.118080502822678,2000,172,"11-14"
"1181","g_Treponema_2",4.9349194430302e-05,"Positive",2.7981537862848e-10,"Boundary",0.000714353037556866,"Positive",0.000178302674996143,"Positive",0.00276516825323277,"Positive",0.192694798102245,0.0773202479176611,5.88538724859427,0.0152670397479154,0.0490726277611568,2000,172,"11-14"
"1182","o_Bacteroidales",0.00126370690013436,"Positive",8.12014304564098e-05,"Positive",0.000344012120014857,"Positive",0.000920851462686419,"Positive",0.0129295801122734,"Positive",0.0221381251579143,0.0468265270283007,0.149573831808993,0.69894295294273,0.757889948974044,2000,172,"11-14"
"1183","o_Betaproteobacteriales",3.07294054068601e-05,"Positive",1.04173923380142e-05,"Positive",8.23321008478141e-05,"Positive",2.40709894779402e-05,"Positive",0.000526616682219787,"Positive",0.12212427087915,0.0610391682355352,4.33822409112508,0.0372657745977937,0.0892842277084114,2000,172,"11-14"
"1184","o_Campylobacterales",3.92471176997468e-05,"Positive",5.15465900365587e-11,"Boundary",0.000118233314803407,"Positive",5.77793746061686e-11,"Boundary",0.000509389423233756,"Positive",0.17729590624502,0.0277513598237813,5.91407708881707,0.0150203694880293,0.0490726277611568,2000,172,"11-14"
"1185","o_Clostridiales",0.00236157945144078,"Positive",1.35780302818122e-09,"Boundary",0.00161594972951386,"Positive",0.000469556706436537,"Positive",0.0134179681119495,"Positive",0.09045310508191,0.0486141788934912,3.29214370792215,0.0696120811866294,0.145699704809224,2000,172,"11-14"
"1186","o_Coriobacteriales",0.000206475718236641,"Positive",7.95258963838815e-05,"Positive",0.000461941361481917,"Positive",5.67751450944205e-10,"Boundary",0.00158637818028349,"Positive",0.19789104334049,0.0378749521308827,10.5063797315379,0.00118963097975067,0.00973334437977818,2000,172,"11-14"
"1187","o_Gastranaerophilales",0.00022057947348772,"Positive",0.000125832576560291,"Positive",0.000188006736327873,"Positive",7.54613627692513e-05,"Positive",0.00212107770074159,"Positive",0.0688427821526689,0.0533588146354265,1.46575888560983,0.226016039964301,0.322880057091858,2000,172,"11-14"
"1188","o_Lactobacillales",3.20935911793834e-05,"Positive",1.05032062107324e-10,"Boundary",0.000256176423462971,"Positive",1.67608716607516e-10,"Boundary",0.00103793910518535,"Positive",0.193164386346373,0.028813060278193,9.21788493277745,0.00239662257545947,0.017974669315946,2000,172,"11-14"
"1189","o_Mollicutes_RF39",0.000163784042018807,"Positive",3.52873641082788e-10,"Boundary",0.00115080999362723,"Positive",4.60983204141329e-10,"Boundary",0.00348713853579978,"Positive",0.239665533523721,0.0321554779242107,14.5019300003405,0.00014001601864666,0.00420048055939981,2000,172,"11-14"
"1190","o_WCHB1-41",0.00276042443567834,"Positive",2.07922110866405e-09,"Boundary",0.00316972682693661,"Positive",0.00154180328909589,"Positive",0.0205471058428241,"Positive",0.113127512025269,0.0678780930199806,2.04581096497532,0.152625632150213,0.22893844822532,2000,172,"11-14"
"1191","asv_richness",4680.75041973848,"Positive",0.000326447042761919,"Boundary",1480.2598187302,"Positive",45.0193610065114,"Positive",3225.98780464278,"Positive",0.156939889323292,0.0471276770680755,12.7589390665889,0.000354311804660057,0.00683549550975104,2000,172,"11-14"
"1192","p_Cyanobacteria",0.000532119445328805,"Positive",3.52078498995622e-06,"Positive",0.000187927167133357,"Positive",5.54986524294404e-05,"Positive",0.00250740219739416,"Positive",0.0571821033990323,0.0380595719355784,2.44771735011636,0.117695910841843,0.196159851403071,2000,172,"11-14"
"1193","p_Firmicutes",0.00180203494125602,"Positive",1.42382578349637e-09,"Boundary",0.000954228113881298,"Positive",0.000155223275720389,"Positive",0.0140704126912405,"Positive",0.0561908908204871,0.0352691204868632,2.92150214902176,0.0874064604950646,0.164808334514544,2000,172,"11-14"
"1194","p_Proteobacteria",0.000216848280523305,"Positive",2.40807730763478e-10,"Boundary",0.000157986144017666,"Positive",0.00011386034472774,"Positive",0.00237969012105048,"Positive",0.0550784280336849,0.04926644604513,0.998907994042384,0.317574885686744,0.42031970164422,2000,172,"11-14"
"1195","pc1_bc",0.00187234105771619,"Positive",2.17954365791168e-09,"Boundary",0.0122580413584983,"Positive",9.78896214594359e-09,"Boundary",0.0215385049918725,"Positive",0.34366188956597,0.0352374034898668,12.5487688060311,0.000396467434483072,0.00683549550975104,2000,172,"11-14"
"1196","pc2_bc",0.00278536526279941,"Positive",0.000169553366276783,"Positive",0.00475518658671013,"Positive",1.45349887461504e-05,"Positive",0.0191112539595374,"Positive",0.177195011935796,0.0627212582610502,7.04940274467936,0.00792916852775205,0.0349936800619416,2000,172,"11-14"
"1197","pc3_bc",0.000652754451913029,"Positive",0.000215025831474973,"Positive",0.000353309070461883,"Positive",0.000638346041678432,"Positive",0.0111039204843479,"Positive",0.0272544450477013,0.0422695354331125,0.452289286185987,0.501249809007867,0.571044086211495,2000,172,"11-14"
"1198","pc4_bc",0.000890924149533621,"Positive",8.98632358797781e-10,"Boundary",0.000624533001628895,"Positive",0.0001973249908689,"Positive",0.00888038992729754,"Positive",0.0589561789954505,0.0373795424204545,2.75031722537824,0.0972351349947417,0.171591414696603,2000,172,"11-14"
"1199","pc5_bc",0.000287153777267662,"Positive",7.40844612854676e-10,"Boundary",5.9670814043493e-05,"Positive",0.000307817076607509,"Positive",0.00732111299273586,"Positive",0.00748152507689456,0.0276738635366984,0.090187883546605,0.763938436376675,0.799470456673264,2000,172,"11-14"
"1200","asv_shannon_h",0.036516017141772,"Positive",2.97823910410989e-08,"Boundary",0.0589904098354344,"Positive",0.00567382532412598,"Positive",0.294313066765189,"Positive",0.149156515544766,0.0597926837229956,6.21085030754875,0.0126969627286286,0.0474681613931872,2000,172,"11-14"
"1201","c_Alphaproteobacteria",1.79162843511175e-05,"Positive",1.55050917015277e-11,"Boundary",2.87866226051176e-06,"Positive",2.80594648116998e-06,"Positive",0.000153223127144318,"Positive",0.0162798131398186,0.0321498604827787,0.178430798598129,0.672725269947553,0.709202600594046,2000,152,"12-15"
"1202","c_Bacilli",0.00167560139625751,"Positive",9.88274939970665e-10,"Boundary",6.25039964224779e-10,"Boundary",7.77835632792792e-05,"Positive",0.00976624838444193,"Positive",5.42586606730135e-08,1.53226167791356e-09,-1.65541114256484e-05,1,1,2000,152,"12-15"
"1203","c_Gammaproteobacteria",0.000227980993662594,"Positive",2.15400492231351e-10,"Boundary",0.000397477667157785,"Positive",1.99594038091625e-10,"Boundary",0.00212861282238409,"Positive",0.144323634912259,0.0269311487251736,4.98772445940631,0.0255277575255974,0.0619959825621652,2000,152,"12-15"
"1204","f_Acidaminococcaceae",7.41964023453504e-05,"Positive",1.02349265839061e-10,"Boundary",0.000103822743562897,"Positive",2.63465761104935e-05,"Positive",0.00101142739911954,"Positive",0.0853950668231876,0.0472732435733057,3.89519656521406,0.0484243722418634,0.0914682586790752,2000,152,"12-15"
"1205","f_Atopobiaceae",3.64682233625552e-05,"Positive",1.04583040001855e-05,"Positive",0.000101364588754181,"Positive",4.97633251509164e-06,"Positive",0.000472414936798338,"Positive",0.162006460649297,0.0722720682470905,3.97818226318304,0.0460932797329515,0.0911146227279274,2000,152,"12-15"
"1206","f_Bacteroidales_RF16_group",5.49706844903568e-05,"Positive",8.79810306677462e-11,"Boundary",0.000292761206910838,"Positive",2.98312003615556e-10,"Boundary",0.000869438820988335,"Positive",0.240525927067867,0.0322615874363316,9.59661528254583,0.0019493636503215,0.0138079925231106,2000,152,"12-15"
"1207","f_Burkholderiaceae",3.50463409971583e-05,"Positive",3.94658078845129e-11,"Boundary",4.08477736802403e-05,"Positive",7.62075454312164e-07,"Positive",0.00039000572300686,"Positive",0.0875318278087046,0.0476747583578177,3.33715630748702,0.0677315721821189,0.112885953636865,2000,152,"12-15"
"1208","f_Clostridiaceae_1",0.000424370026091552,"Positive",2.80358998193501e-10,"Boundary",3.32854815500038e-05,"Positive",0.00010056150887888,"Positive",0.00277054036526749,"Positive",0.00999937061460218,0.0248752142356769,0.2260426737339,0.634473779174225,0.691413733715502,2000,152,"12-15"
"1209","f_Clostridiales_vadinBB60_group",2.00685594613265e-05,"Positive",3.67832891141343e-11,"Boundary",3.21067674018347e-05,"Positive",1.24599223627252e-05,"Positive",0.000363496759207552,"Positive",0.0749926751817461,0.0521434888305482,2.09440793671274,0.147838972488065,0.21298835019467,2000,152,"12-15"
"1210","f_Desulfovibrionaceae",5.17833892942615e-05,"Positive",7.10128648976983e-11,"Boundary",9.6239272007101e-11,"Boundary",0.000132485746902161,"Positive",0.000701757425016084,"Positive",1.08618926399511e-07,3.72687564997083e-09,-2.87629518425092e-07,1,1,2000,152,"12-15"
"1211","f_Eggerthellaceae",3.39196178326912e-05,"Positive",4.1309716695187e-11,"Boundary",8.07175053605151e-05,"Positive",2.61265593217024e-11,"Boundary",0.000408227445237152,"Positive",0.154375530153666,0.0267894107518688,11.2657119374489,0.000789518945833123,0.00997466873671384,2000,152,"12-15"
"1212","f_Enterobacteriaceae",5.00847357147341e-06,"Positive",3.81982840636775e-10,"Boundary",8.68416448711196e-07,"Positive",4.99616377411955e-05,"Positive",0.000652076676191127,"Positive",0.00122672316581896,0.0418115040112118,0.000665209870930994,0.979423511745678,0.991083315456936,2000,152,"12-15"
"1213","f_Erysipelotrichaceae",7.68475656192323e-05,"Positive",2.15444854254345e-05,"Positive",2.50017953267087e-05,"Positive",1.66841422322864e-05,"Positive",0.0011406636057374,"Positive",0.0195213425074806,0.0348416435285383,0.267986749584452,0.604685485970116,0.685310217432798,2000,152,"12-15"
"1214","f_Family_XI_2II",6.28483152751758e-05,"Positive",1.74441082312844e-05,"Positive",0.000107124134788988,"Positive",8.88273321862584e-11,"Boundary",0.000983777681961237,"Positive",0.0914657218949897,0.0243403852202448,0.721541190401695,0.395638835646393,0.494548544557991,2000,152,"12-15"
"1215","f_Lachnospiraceae",0.000687994042956703,"Positive",0.000100072603928205,"Positive",4.18012301271019e-10,"Boundary",0.000262016311949037,"Positive",0.00653144150074988,"Positive",5.51356498883584e-08,1.5485276881785e-09,-6.52285962132737e-07,1,1,2000,152,"12-15"
"1216","f_Pasteurellaceae",3.31105360289838e-05,"Positive",5.79756863489522e-11,"Boundary",3.24073188865708e-05,"Positive",5.78077096478723e-05,"Positive",0.000572922503892665,"Positive",0.0465456460940958,0.0658275768222588,0.325159598549362,0.568523289514447,0.661979172722301,2000,152,"12-15"
"1217","f_Prevotellaceae",0.0013047280994887,"Positive",1.39047744405116e-09,"Boundary",0.00132339966935384,"Positive",0.0014138781306937,"Positive",0.0137408605058535,"Positive",0.0744199239709472,0.0777248397448749,0.249653564082109,0.61731911930614,0.690422699223972,2000,152,"12-15"
"1218","f_Ruminococcaceae",0.00108182912116346,"Positive",6.66531537321568e-10,"Boundary",0.00135985073990733,"Positive",0.000230484727485099,"Positive",0.00658674250076561,"Positive",0.146869455422288,0.0679612033115589,4.10254027865631,0.0428188332578698,0.0887707518760716,2000,152,"12-15"
"1219","f_vadinBE97",5.24161968686233e-05,"Positive",1.89712829667165e-10,"Boundary",0.000417035286639,"Positive",2.03645460333731e-05,"Positive",0.00187476434068018,"Positive",0.176367552751359,0.0727628493581173,4.28617933147871,0.0384234178617064,0.0835934724348914,2000,152,"12-15"
"1220","f_Veillonellaceae",0.000552431809275102,"Positive",4.08768156042368e-10,"Boundary",2.58527686269708e-10,"Boundary",0.000440205538156328,"Positive",0.00403949466094787,"Positive",5.13753716231303e-08,1.60862836037e-09,-2.31374542636331e-06,1,1,2000,152,"12-15"
"1221","g_[Eubacterium]_coprostanoligenes_group",6.37202178101028e-05,"Positive",9.14751232429266e-11,"Boundary",0.000128691632482065,"Positive",3.66573589154512e-10,"Boundary",0.000903967851916165,"Positive",0.117378658559357,0.0231671847522024,5.22278444369294,0.0222928283478788,0.0611254970828935,2000,152,"12-15"
"1222","g_[Eubacterium]_hallii_group",4.56272570668662e-05,"Positive",5.26061987144214e-05,"Positive",2.43497109019016e-10,"Boundary",3.18460658771238e-05,"Positive",0.000557816879954358,"Positive",3.53973392296631e-07,1.36997021422917e-08,-4.9590780690778e-06,1,1,2000,152,"12-15"
"1223","g_[Eubacterium]_ruminantium_group",4.96513661686586e-06,"Positive",3.71541625213391e-06,"Positive",3.83007496912573e-11,"Boundary",3.63667449058444e-05,"Positive",0.000598449149182143,"Positive",5.9519749631448e-08,1.43608114409517e-09,-1.12436100607738e-06,1,1,2000,152,"12-15"
"1224","g_Acidaminococcus",9.23917069313465e-05,"Positive",4.83325353840387e-11,"Boundary",0.000141052816732158,"Positive",5.91962392891738e-05,"Positive",0.000995910993972246,"Positive",0.109466158951968,0.0595902939438603,3.54515568390343,0.0597195626947907,0.108003464448026,2000,152,"12-15"
"1225","g_Alloprevotella",9.14950543911424e-05,"Positive",1.82661156729758e-10,"Boundary",0.000201128867833446,"Positive",0.000228766320116685,"Positive",0.00180507888509775,"Positive",0.0864524053510019,0.0765935969560469,1.02543635880102,0.311232951198026,0.413356263309879,2000,152,"12-15"
"1226","g_Bifidobacterium",0.00261575499257108,"Positive",3.43742301964004e-09,"Boundary",0.00994084948216026,"Positive",8.59463157441121e-09,"Boundary",0.0339690157611398,"Positive",0.213663930990001,0.0312002595188896,9.08032552408167,0.00258374053709698,0.0138943988757816,2000,152,"12-15"
"1227","g_Butyricicoccus",1.7632571263317e-05,"Positive",3.18677042178795e-06,"Positive",4.45225769907727e-06,"Positive",1.54158559297478e-11,"Boundary",0.000218349378770974,"Positive",0.0182753449684931,0.0142561969203077,0.503210970855434,0.47809263700116,0.580541059215695,2000,152,"12-15"
"1228","g_CAG-873",8.48512848509806e-05,"Positive",2.3018723906017e-10,"Boundary",0.000328708786987736,"Positive",0.000371363275615428,"Positive",0.0022747371815957,"Positive",0.107433082571448,0.078279362893242,2.09494592134251,0.14778694077833,0.21298835019467,2000,152,"12-15"
"1229","g_Campylobacter",4.45975287877688e-05,"Positive",2.42793369914129e-11,"Boundary",5.23019140998703e-05,"Positive",6.54324299471276e-05,"Positive",0.000457559644909078,"Positive",0.0843726854687661,0.0772688008996544,0.987016818042321,0.320472584863803,0.419079534052666,2000,152,"12-15"
"1230","g_Candidatus_Methanogranum",0.000304890928160728,"Positive",4.75686277890636e-10,"Boundary",0.00155861239734234,"Positive",2.18966063103593e-10,"Boundary",0.00470078735689536,"Positive",0.237438027627988,0.0320144348567777,7.39171100685235,0.00655251280198055,0.0265241263823042,2000,152,"12-15"
"1231","g_Christensenellaceae_R-7_group",2.6635850107021e-05,"Positive",8.47950865345035e-11,"Boundary",0.000165624405375573,"Positive",2.86884457820388e-11,"Boundary",0.000837954948954579,"Positive",0.160766785830611,0.0271921094799229,6.13177534835995,0.0132773480100217,0.0434067146481478,2000,152,"12-15"
"1232","g_Collinsella",7.52568712998087e-05,"Positive",6.86517840779761e-11,"Boundary",0.000426029770920768,"Positive",1.49863517031157e-10,"Boundary",0.00119345731186475,"Positive",0.251382938975984,0.033170486378865,9.43513082438039,0.00212867903950609,0.0138943988757816,2000,152,"12-15"
"1233","g_Coprococcus_2",2.54689808387901e-05,"Positive",2.55631969226018e-05,"Positive",3.31822931805411e-11,"Boundary",3.23469612223194e-05,"Positive",0.000518473274854463,"Positive",5.51336018401411e-08,1.79185232159812e-09,-1.27421117213089e-06,1,1,2000,152,"12-15"
"1234","g_Coriobacteriaceae_UCG-003",1.4112845602339e-05,"Positive",2.950979528939e-11,"Boundary",8.63493314336947e-05,"Positive",6.44859307407076e-07,"Positive",0.000291619243708408,"Positive",0.219871522053302,0.0727379876643036,9.90226902072391,0.00165075113600566,0.0138079925231106,2000,152,"12-15"
"1235","g_Dialister",0.000248002216571171,"Positive",2.1645124570631e-10,"Boundary",1.36895790230901e-10,"Boundary",0.000139197531200624,"Positive",0.0021389964909486,"Positive",5.41904737979502e-08,1.50946796694812e-09,-1.80053575604688e-06,1,1,2000,152,"12-15"
"1236","g_Elusimicrobium",3.95044323731191e-05,"Positive",3.69272125519473e-05,"Positive",7.54529431805902e-05,"Positive",0.000100488353448281,"Positive",0.00192726410991874,"Positive",0.0346172052496586,0.0532174876378006,0.371494234759666,0.542190906696121,0.64008648707181,2000,152,"12-15"
"1237","g_Enterorhabdus",2.84182425910379e-05,"Positive",2.30621204133368e-11,"Boundary",1.56787188902112e-05,"Positive",1.45857658988373e-11,"Boundary",0.000227902567513491,"Positive",0.0576424406984849,0.0158512566941196,2.91677650508427,0.0876628267178503,0.139996072024506,2000,152,"12-15"
"1238","g_Erysipelotrichaceae_UCG-004",5.35830117595282e-05,"Positive",1.42602966798673e-07,"Positive",9.48388743875413e-05,"Positive",9.00631871185631e-06,"Positive",0.000613518898863279,"Positive",0.122993308774373,0.0593524692940111,4.24620669116666,0.039338104675243,0.0835934724348914,2000,152,"12-15"
